text,target
"한국항공우주산업은 항공기를 중심으로 한 우리나라 대표 방위산업체로, 우리 정부와 민간을 대상으로 사업을 영위해 왔다. 국방 예산이라는 한계점은 존재하지만, 최첨단 항공 기술력을 바탕으로 매년 꾸준한 매출을 기록해 왔다. 특히 우리나라는 북한과 대치 중인 상황으로 방위 산업에 대한 국가적 관심과 지원이 높은 편이다. 2022년의 대표적인 사업 성과 중 하나는 한국형 발사체인 ‘누리호’다. 2022년 6월에 발사한 누리호는 모든 과정을 완벽히 수행하며, 계획된 궤도에 성공적으로 안착했다. 이로써 우리나라는 자력으로 1톤급 실용 위성을 발사하는 7번째 국가에 이름을 올렸다. 이 누리호의 총조립을 맡은 곳이 바로 한국항공우주산업이다. 또 하나의 성과는 폴란드와 체결한 FA-50 공급 계약이다. 2023년부터 2025년까지 총 48대의 경전투기 납품 계약을 체결했으며, 계약 규모는 4조 원으로 역대 최대 단일 계약 규모다. 이 텍스트를 요약해줘.","한국항공우주산업은 한국의 대표적인 방위산업체로, 항공기를 중심으로 정부와 민간을 대상으로 사업을 운영하고 있다. 국방 예산의 한계에도 불구하고, 첨단 항공 기술을 통해 꾸준한 매출을 기록하고 있다. 2022년에는 한국형 발사체 '누리호'의 성공적인 발사로 1톤급 실용 위성을 자력으로 발사하는 7번째 국가가 되었으며, 폴란드와의 FA-50 경전투기 48대 공급 계약을 체결해 4조 원 규모의 역대 최대 단일 계약을 성사시켰다."
"러시아와 우크라이나의 전쟁이 장기화되고, 이스라엘과 하마스 간 무력 충돌이 계속되며 글로벌 방산 시장이 빠르게 커지고 있다. 또 미국의 스페이스X, 아마존 등이 연이어 성과를 거두며 우주 산업에 대한 관심과 지원도 늘고 있는 상황이다. 이에 우주 산업과 방위 산업의 핵심적인 역할을 맡고 있는 한국항공우주산업의 가치 또한 더욱 커질 것으로 보인다. 이 텍스트를 요약해줘.","러시아-우크라이나 전쟁과 이스라엘-하마스 충돌로 글로벌 방산 시장이 성장하고 있으며, 스페이스X와 아마존의 성과로 우주 산업에 대한 관심도 증가하고 있다. 이로 인해 한국항공우주산업의 중요성이 더욱 부각되고 있다."
"민간 중심의 우주 산업 경쟁이 시작됐다. 스페이스X, 버진 갤럭틱(Virgin Galactic), 블루 오리진(Blue Origin) 등이 선두에 나선 상황으로, 우리나라의 우주 역량에 대한 평가는 아쉬운 상황이라는 것이 주된 목소리다. 전문가들은 우리 우주 역량이 선진국의 60~70% 수준이라며, 체계적으로 개발할 전담 조직의 부재를 가장 큰 문제로 지적한다. 정부는 ‘110대 국정 과제’ 중 하나인 ‘우주 강국 도약 및 대한민국 우주 시대 개막’ 공약을 이행하고자 항공우주청 신설 방안을 제시하고, 2023년 3월 ‘우주항공청 설치 및 운영에 관한 특별법’을 입법 예고했지만 그 이상의 진전은 없는 상태다. 스페이스X의 성장에 미국항공우주국(NASA)의 기여도가 큰 만큼, 우리 우주 산업 기업의 성장을 위해서는 전담 조직이 필요한 상황이다. NASA 외에도 러시아, 중국, 유럽, 일본, 이스라엘 등 대부분의 국가에는 이미 독자 기구가 설립돼 있다. 이 텍스트를 요약해줘.","민간 주도의 우주 산업 경쟁이 본격화되면서 스페이스X, 버진 갤럭틱, 블루 오리진 등이 선두에 서고 있다. 그러나 한국의 우주 역량은 선진국의 60~70% 수준에 머물러 있으며, 체계적인 개발을 위한 전담 조직이 부족하다는 지적이 있다. 정부는 우주 강국 도약을 목표로 항공우주청 신설을 추진하고 관련 법안을 입법 예고했지만, 아직 큰 진전은 없다. 미국의 NASA처럼 전담 조직이 필요하다는 의견이 많으며, 다른 주요 국가들은 이미 독자 기구를 운영 중이다."
"2022년 2월 발발한 러시아-우크라이나 전쟁이 장기화에 접어들고, 2023년 10월 이스라엘과 하마스 전쟁이 벌어짐에 따라 글로벌 방산 시장이 빠르게 확대되고 있다. 특히 전쟁 지역과 인접한 국가들의 국방 예산이 빠르게 증액됐다. 우크라이나와 러시아 인근 국가들은 러시아제 무기체계의 탈피 또한 고려 중이다. 항공우주 전문 매체 ‘Aviation Week’에 따르면 2023~2032년 글로벌 국방 예산은 기존 전망치 대비 2조 달러(약 2,600조 원), 무기 획득 예산은 6,000억 달러(약 780조 원) 이상 증가할 전망이다. 우리나라 역시 폴란드를 중심으로 방산 수출 계약을 이어가고 있다. 한국항공우주산업은 2022년 9월 폴란드를 상대로 창립 이래 가장 큰 규모의 수출 계약을 맺었으며, 2023년 2월에도 말레이시아와 1조 2,000억 원 규모의 계약을 체결했다. 이 텍스트를 요약해줘.","러시아-우크라이나 전쟁과 이스라엘-하마스 전쟁으로 인해 글로벌 방산 시장이 확대되고 있으며, 특히 전쟁 지역 인근 국가들의 국방 예산이 증가하고 있다. 우크라이나와 러시아 주변국들은 러시아제 무기에서 벗어나려 하고 있다. 2023~2032년 글로벌 국방 예산은 2조 달러, 무기 획득 예산은 6,000억 달러 이상 증가할 것으로 예상된다. 한국은 폴란드와 말레이시아와의 대규모 방산 수출 계약을 체결하며 시장에서 입지를 강화하고 있다."
"코로나19 엔데믹에 따라 항공운송량이 빠르게 회복되고 있다. 2022년 12월 기준 대서양 횡단노선이 팬데믹 이전 수준으로 돌아왔으며, 환태평양/유럽-아시아 노선 역시 이전의 60% 수준에 도달했다. 글로벌 항공분석업체인 시리움(Cirium)에 따르면, 항공 산업은 2024년부터 20년간 연평균 3.6%의 성장률을 보일 전망이다. 대형 민항기 시장 역시 꾸준히 증가할 것으로 보인다. 업계에 따르면 2031년까지 총 1만 8,679대의 대형 민항기가 생산될 것으로 예측된다. 2조 9,444달러(약 2,614조 원)에 달하는 규모다. 민항기 시장을 주도할 기업은 유럽의 에어버스와 미국의 보잉으로, 두 곳 모두 한국항공우주산업과 협업 관계에 있다.  이 텍스트를 요약해줘.","코로나19 엔데믹으로 항공운송량이 빠르게 회복 중이며, 2022년 12월 기준 대서양 횡단노선은 팬데믹 이전 수준에 도달했다. 환태평양/유럽-아시아 노선은 이전의 60% 수준이다. 시리움에 따르면, 항공 산업은 2024년부터 연평균 3.6% 성장할 전망이며, 대형 민항기 시장도 증가할 것으로 보인다. 2031년까지 1만 8,679대의 대형 민항기가 생산될 예정이며, 시장은 에어버스와 보잉이 주도할 것으로 예상된다."
"과거 ‘우주’라는 개념은 과학과 탐사의 영역이었다. 미지의 세계에 대한 인류의 호기심과 이를 충족하기 위한 도전의 공간이었던 것. 하지만 지금은 다르다. 우주로 향하는 발사체를 제작하고, 위성체를 제작하며 관련 장비 산업이 커졌다. 우주 관광이 가시화되고 우주 광물의 채굴도 중요한 목표가 됐다. 이제 우주는 산업의 영역이 됐다. 민간 주도의 우주개발 시대, 이것을 ‘뉴 스페이스(New Space) 시대’라 부른다. 과학기술정보통신부의 ‘우주 산업 실태조사 보고서’에 따르면 세계 우주 산업의 규모는 2016년 3,391억 달러(약 447조 원)에서 2040년 1조 달러(약 1,300조 원)에 이를 전망이다. 2023년 한국의 우주개발 예산은 2022년 대비 19.5% 증가한 8,742억 원 규모다. 우주 산업을 주도하는 글로벌 빅테크 중 가장 주목받고 있는 곳은 미국의 스페이스X다. 국내 스페이스 테크 기업들이 인공위성을 실어 발사하는 로켓도 스페이스X에서 제작한다. 한국항공우주산업 역시 스페이스X와 차세대 중형 위성의 대체발사 계약을 맺고 있다. 아울러 한국항공우주산업은 2010년부터 한국형 발사체 개발 사업에 참여하고 있으며, 누리호의 총조립을 담당하는 등 한국형 스페이스X로 성장 중이다. 이 텍스트를 요약해줘.","과거에는 우주가 과학과 탐사의 영역이었지만, 현재는 산업의 영역으로 변모하고 있다. 민간 주도의 '뉴 스페이스' 시대가 도래하면서 우주 관광과 광물 채굴이 중요한 목표가 되었고, 관련 산업이 성장하고 있다. 세계 우주 산업은 2040년까지 1조 달러 규모로 성장할 전망이며, 한국의 우주개발 예산도 증가하고 있다. 스페이스X가 글로벌 우주 산업을 주도하고 있으며, 한국항공우주산업도 한국형 발사체 개발에 참여하며 성장하고 있다."
"항공기는 자동차, 일반 기계 등과 달리 수입 의존도가 높은 산업이다. 수요가 제한적이고 요구되는 기술 수준은 높은 상황이라, 소수의 완제기 제작업체 및 부품업체만이 경제성을 확보할 수 있다. 현재 전 세계적인 수요를 공급하고 있는 업체 또한 소수에 불과하다. 한국항공우주산업 역시 상당 부분의 부품과 장비를 해외 전문 업체로부터 구매하고 있다. 원재료 또한 수입산이 많다. 알루미늄 합금과 티타늄, 복합재 등이 대표적이다. 이 텍스트를 요약해줘.","항공기 산업은 수입 의존도가 높으며, 수요가 제한적이고 기술 수준이 높아 소수의 업체만이 경제성을 확보할 수 있습니다. 한국항공우주산업도 많은 부품과 원재료를 해외에서 수입하고 있습니다."
"한국항공우주산업은 민간 기업임에도 공기업으로 불릴 만큼 국가 정책에 결정적인 영향을 받는다. 한국항공우주산업이 공기업으로 분류되는 이유는 두 가지다. 첫째, 최대 주주가 한국수출입은행이라는 점이다. 한국수출입은행은 국책은행으로 정부의 정책에 따라 운영된다. 2023년 6월 기준 최대 주주의 지분은 26.41%다. 2대 주주인 국민연금공단(10.3%)의 2배가 넘는다. 둘째, 방위 산업의 특성이다. 내수 방산의 고객은 방위사업청이다. 방위사업청은 국방중기계획에 따라 예산을 지급받고 이를 집행한다. 따라서 국방 예산 이상의 수익을 내기 어렵다는 한계가 존재한다. 한국항공우주산업의 방위사업청 매출 비중은 2021년 72.31%, 2022년 69.11%, 2023년 반기 66.48%를 차지했다. 이 텍스트를 요약해줘.","한국항공우주산업은 민간 기업이지만, 최대 주주가 국책은행인 한국수출입은행이고 방위 산업의 특성상 국가 정책에 크게 의존하여 공기업처럼 운영된다. 최대 주주인 한국수출입은행은 26.41%의 지분을 보유하고 있으며, 방위사업청이 주요 고객으로 국방 예산에 따라 수익이 제한된다. 방위사업청 매출 비중은 2021년 72.31%, 2022년 69.11%, 2023년 반기 66.48%였다."
"한국항공우주산업은 1999년 설립 당시 ‘항공우주산업 개발 촉진법’과 ‘방위 산업에 관한 특별 조치법’ 등에 따라 국내 항공기 시장에서 독점적 사업 지위를 유지했다. 2008년 말 방위 산업의 전문화 및 계열화가 폐지됨에 따라 민간에도 그 기회가 열렸다. 하지만 대규모 설비 및 연구개발 투자가 필요한 항공 산업의 특성상 진입장벽이 높아 유의미한 성과를 내는 기업이 보이지 않는 상황이다. 이에 따라 국내 유일의 항공기 체계 종합 및 제작업체로의 한국항공우주산업의 위치는 공고하다. 한편 2023~2027 국방중기계획에 따라 방위력 개선비는 2022년 대비 27.5%(총 107조 4,000억 원)까지 증가한다. 항공기 중심 군수 사업의 안정적 성장을 기대해 볼 수 있는 상황이다. 이 텍스트를 요약해줘.","한국항공우주산업은 1999년 설립 이후 국내 항공기 시장에서 독점적 지위를 유지해 왔습니다. 2008년 방위 산업의 전문화 및 계열화가 폐지되면서 민간 진입이 가능해졌지만, 높은 진입장벽으로 인해 유의미한 성과를 내는 기업은 없습니다. 따라서 한국항공우주산업은 여전히 국내 유일의 항공기 체계 종합 및 제작업체로서의 위치를 유지하고 있습니다. 2023~2027 국방중기계획에 따라 방위력 개선비가 크게 증가하면서 항공기 중심 군수 사업의 안정적 성장이 기대됩니다."
"한국항공우주산업이 2023년 11월 항공기 개발 항공전자 분야에서 CMMI 2.2 버전의 최고 등급인 레벨5 인증 승인을 획득했다. CMMI는 시스템공학(SE) 분야와 소프트웨어 개발 역량을 평가하는 대표적인 국제 기준이다. ▲시스템과 소프트웨어의 품질 ▲인프라 구축 ▲운용 및 프로세스 성숙도 ▲수행 능력 등 개발 과정 전체를 종합적으로 평가한다. 이 중 최고 수준의 인증을 받아야만 레벨5에 도달할 수 있다. 현재 전 세계 106개국에서 CMMI를 적용하고 있는데, 레벨5를 획득한 업체나 기관은 한국항공우주산업을 포함해 미국 록히드마틴, 영국 BAE시스템 등 전체의 9% 미만에 불과하다. CMMI 버전은 꾸준히 변경되며 한국항공우주산업은 2017년부터 각 버전에서 레벨5 인증을 획득하고 있다.코로나19 엔데믹에 따라 물류 비용이 하락하며 글로벌 공급난이 해소되는 모양을 보였으나, 러시아-우크라이나 전쟁의 장기화와 이스라엘-하마스 전쟁 등으로 중동의 위기가 극에 달하며 운송에 대한 불확실성이 여전한 것으로 보인다. 뿐만 아니다. 글로벌 경기 침체로 인해 미중 무역 갈등이 심화되고 있고, 무역 이기주의 현상이 확산되고 있다. 기후 변화도 적지 않은 영향을 주고 있다. 가뭄으로 인해 세계 물류의 핵심 통로로 불리는 파나마 운하의 병목 현상이 반복되고 있다. 2023년 12월 이스라엘-하마스 전쟁으로 예멘 반군이 홍해에서 민간 선박을 연쇄적으로 공격함에 따라 수에즈 운하로 들어가는 국제 교역로가 타격을 받고 있다. 이 텍스트를 요약해줘.","한국항공우주산업이 2023년 11월 CMMI 2.2 버전의 최고 등급인 레벨5 인증을 획득했다. CMMI는 시스템공학과 소프트웨어 개발 역량을 평가하는 국제 기준으로, 레벨5는 전 세계 106개국 중 9% 미만의 업체만이 보유한 높은 인증이다. 한국항공우주산업은 2017년부터 각 버전에서 레벨5를 유지하고 있다. 한편, 글로벌 물류는 코로나19 엔데믹 이후 회복 조짐을 보였으나, 러시아-우크라이나 전쟁과 이스라엘-하마스 전쟁 등으로 인해 여전히 불확실성이 크다. 또한, 미중 무역 갈등과 기후 변화로 인한 파나마 운하의 병목 현상, 홍해에서의 선박 공격 등으로 국제 교역로가 타격을 받고 있다."
"2023년 3월 고용노동부가 실시한 조사에서 제조와 물류업의 인력난이 제일 심각한 것으로 발표됐다. 2022년 3분기 기준 빈 일자리는 제조 분야 5만 8,000명, 물류 및 운송 분야 2만 8,000명으로 집계됐다. 인력 부족의 주요 원인으로는 ▲시설 기반 지방 인구 감소 ▲지방 근무 기피 ▲3D 업종/사양산업이라는 부정적 인식 고착 ▲열악한 근무 환경 등이었다. 기존 근로자 역시 코로나19 이후 이탈이 가속화되고 있는 것으로 조사됐다. 이에 업계는 생존을 위해 디지털 전환을 고려하고 있는 상황이다.글로벌 시장조사업체 모더인텔리전스에 따르면, 전 세계 3PL 시장 규모는 2020년 1조 달러(약 1,326조 원)에서 연평균 8% 성장해 2026년 1조 7,500억 달러(약 2,321조 원) 수준에 달할 전망이다. 물류 서비스를 필요로 하는 기업들이 물류 관련 업무를 물류 전문 기업에게 위탁하는 일이 빈번해지고 있기 때문이다. 최근에는 물류 업무에 대한 대행 업무를 넘어, 물류와 관련된 컨설팅 및 IT 솔루션을 제공하는 4PL, 풀필먼트 서비스에 대한 수요도 늘어나는 상황이다. 물류 서비스에 대한 수요는 앞으로도 꾸준히 증가할 것으로 예측된다. MZ세대를 기반으로 자신만의 취향을 고집하는 ‘디깅’ 문화가 확산됨에 따라 기업들의 마이크로 마케팅이 확대되고, 다품종 제품을 관리하는 기업들에게는 물류 전문가의 서비스가 필요하기 때문이다. 이 텍스트를 요약해줘.","2023년 3월 고용노동부 조사에 따르면, 제조와 물류업에서 인력난이 가장 심각하며, 주요 원인으로는 지방 인구 감소, 근무 기피, 부정적 인식, 열악한 근무 환경 등이 지목됐다. 코로나19 이후 인력 이탈도 가속화되고 있다. 업계는 디지털 전환을 고려 중이며, 글로벌 3PL 시장은 2020년 1조 달러에서 2026년 1조 7,500억 달러로 성장할 전망이다. 물류 서비스 수요는 증가하고 있으며, 4PL 및 풀필먼트 서비스에 대한 수요도 늘고 있다. MZ세대의 '디깅' 문화 확산으로 마이크로 마케팅이 확대되면서 물류 전문가의 필요성이 커지고 있다."
"해외 직접 구매 시장이 급속도로 성장하고 있다. 통계청에 따르면 국내 해외 직구 시장은 2020년 4조 677억 원에서 2021년 5조 1,152억 원으로 늘었으며 2022년에는 5조 3,239억 원으로 확대됐다. 2023년 역시 상반기에만 3조 1,629억 원을 기록해 전년 동기 대비 18.3% 증가했다. 업계는 2023년 해외 직구 시장을 6조 원대로 추산하고 있다. 해외 직구 시장 확대에 결정적 역할을 한 것은 이커머스 기업들이다. SSG닷컴과 쿠팡, 11번가, 티몬 등이 해외 직구에 적극 나서고 있으며, 중국발 알리익스프레스 역시 한국 시장 확대를 위해 공격적인 투자를 이어가고 있다. 여기에 더해 경기 침체와 고물가, 강달러 등의 기조로 인해 보다 저렴하게 제품을 구입하기 위해 해외 직구를 선택하는 이들이 늘어나는 추세다. 이 텍스트를 요약해줘.","해외 직접 구매 시장이 빠르게 성장하고 있으며, 2020년 4조 677억 원에서 2022년 5조 3,239억 원으로 증가했다. 2023년 상반기에는 3조 1,629억 원을 기록하며 전년 동기 대비 18.3% 증가했다. 이커머스 기업들의 적극적인 참여와 경기 침체, 고물가, 강달러 등의 영향으로 소비자들이 저렴한 제품을 찾기 위해 해외 직구를 선택하는 경향이 늘고 있다. 업계는 2023년 시장 규모를 6조 원대로 예상하고 있다."
"2021년 5월 LG그룹에서 분리 출범한 LX그룹이 높은 성장세를 기록하고 있다. 하지만 LG 의존도에 대한 한계도 지적된다. LX세미콘과 LX판토스 등 LX그룹의 핵심적인 계열사들의 LG그룹 매출이 50%를 넘긴다는 점 때문이다. 실제로 2022년 LX판토스가 LG전자와 LG화학으로부터 달성한 매출은 56.3%를 차지했다. 글로벌 리딩 그룹과 함께 성장한다는 점은 긍정적이지만, LX그룹으로 성장하고자 독립을 선택한 만큼 그에 맞는 행보를 보여줘야 할 때다. 이 텍스트를 요약해줘.","LX그룹은 2021년 LG그룹에서 분리된 이후 높은 성장세를 보이고 있지만, LG그룹에 대한 높은 매출 의존도가 한계로 지적됩니다. 주요 계열사인 LX세미콘과 LX판토스의 매출 중 50% 이상이 LG그룹에서 발생하며, 2022년 LX판토스의 경우 LG전자와 LG화학으로부터의 매출이 56.3%를 차지했습니다. 독립적인 성장을 위해서는 이러한 의존도를 줄이는 노력이 필요합니다."
"LX판토스가 2021년 연간 글로벌 해상 물동량 165만 8,000TEU를 기록하며 국내 1위, 글로벌 6위에 이름을 올렸다. 2022년 10월 미국의 리서치기관 암스트롱앤어소시에이트가 내놓은 조사 결과에 따르면 유럽계 기업들이 상위권을 휩쓴 가운데, 한국 기업 중에서는 유일하게 LX판토스가 6위를 차지하며 10위 안에 올랐다. 물동량은 화주를 대상으로 한 물류업체의 영업력과 가격 경쟁력을 가늠하는 핵심 지표로 꼽힌다. LX판토스가 운송한 165만 8,000TEU의 컨테이너 박스를 일렬로 나열하면 서울과 부산을 13번 왕복할 수 있는 길이로, 약 1만km에 달한다. 특히 2021년은 글로벌 물류 대란이 터진 해로, 전 세계 기업들이 운송 전쟁을 치른 상황이라 더 큰 의미를 가진다. 국내 또 다른 기업으로는 CJ대한통운이 27만TEU로 36위에 이름을 올렸다. 이 텍스트를 요약해줘.","LX판토스는 2021년 글로벌 해상 물동량 165만 8,000TEU를 기록하며 국내 1위, 글로벌 6위를 차지했다. 이는 유럽계 기업들이 상위권을 차지한 가운데 한국 기업 중 유일하게 10위 안에 든 성과다. 물동량은 물류업체의 영업력과 가격 경쟁력을 나타내는 중요한 지표로, 2021년의 글로벌 물류 대란 속에서 이룬 성과라 더욱 의미가 크다. 다른 한국 기업으로는 CJ대한통운이 27만TEU로 36위를 기록했다."
"LX판토스가 2023년 11월 ESG 글로벌 이니셔티브인 UNGC(United Nations Global Compact)에 가입했다. UNGC는 전 세계 167개국 2만 3,000여 회원사가 참여하는 세계 최대 규모의 ESG 국제 협약으로, 기업의 사회적 책임 이행과 이를 통한 지속가능한 성장을 추구한다. UNGC 회원사들은 인권, 노동, 환경, 반부패 등 4개 분야의 10대 원칙을 경영 전반에 반영하고 그 이행 보고서를 대외에 공개하는데, 여기서 주목할 점은 LX판토스가 비상장사라는 점이다. 비상장사는 지속가능경영보고서 발간 의무가 없다. 그럼에도 LX판토스는 자발적으로 지속가능경영보고서를 내놓을 만큼 ESG경영에 온 힘을 다하고 있다. LX판토스는 고도화되고 있는 물류 공급망에서 ESG경영은 핵심적인 생존 요소라고 여기며 고객과 주주, 협력사, 지역사회는 물론 자연이 함께 성장할 수 있는 기업으로 성장하겠다는 입장이다. 이 텍스트를 요약해줘.","LX판토스가 2023년 11월 UNGC에 가입했습니다. UNGC는 전 세계 167개국의 2만 3,000여 회원사가 참여하는 최대 규모의 ESG 국제 협약으로, 기업의 사회적 책임과 지속가능한 성장을 추구합니다. 비상장사인 LX판토스는 지속가능경영보고서 발간 의무가 없지만, 자발적으로 보고서를 발간하며 ESG 경영에 집중하고 있습니다. 회사는 물류 공급망에서 ESG 경영을 핵심 생존 요소로 보고, 다양한 이해관계자와 함께 성장하겠다는 목표를 가지고 있습니다."
"LX판토스의 사업 포트폴리오는 ‘국제물류주선업(포워딩)’과 ‘물류센터 운영 및 배송(W&D)’으로 구성돼 있다. 이 중 70%가량이 해운, 항공, 특송 등의 포워딩에서 발생한다. W&D 부문 매출은 전체의 32%를 차지한다. 포워딩은 수출과 수입 사이의 중개 역할로, 화물이 잘 운송되도록 제반 서비스를 제공하는 일이다. 포워딩 사업의 첫 번째 고객은 물건을 보내는 ‘화주’다. 이 텍스트를 요약해줘.","LX판토스의 사업 포트폴리오는 '국제물류주선업(포워딩)'과 '물류센터 운영 및 배송(W&D)'으로 구성되어 있으며, 매출의 70%는 포워딩에서 발생하고, W&D 부문은 32%를 차지합니다. 포워딩은 수출과 수입 간의 중개 역할을 하며, 주요 고객은 물건을 보내는 '화주'입니다."
"LX판토스는 LX인터내셔널의 자회사다. LX인터내셔널의 전신은 LG상사로, 2021년 LG그룹에서 분리 출범했다. 이에 따라 LX판토스는 LG그룹과 밀접한 관계를 유지하며, LG그룹의 운송을 담당한다. LG전자와 LG디스플레이, LG화학, LG생활건강 등 IT 제품부터 화장품까지 관계사의 다양한 물량을 수송한다. 2021년 기준 LX판토스의 특수관계자 매출 비중은 68.8%였다. 이 텍스트를 요약해줘.","LX판토스는 LX인터내셔널의 자회사로, 2021년 LG그룹에서 분리된 LG상사의 후신입니다. 이 회사는 LG그룹과 긴밀한 관계를 유지하며, LG전자, LG디스플레이, LG화학, LG생활건강 등 다양한 LG 관계사의 물량을 운송합니다. 2021년 기준으로 LX판토스의 매출 중 68.8%가 특수관계자와의 거래에서 발생했습니다."
"LX판토스는 LX그룹의 물류 전문 계열사다. 1977년 항공운송 대리점인 범한흥산으로 설립됐고, 1992년 복합운송주선업을 시작했다. 1997년 보세운송 사업을 개시했으며 1999년 통관업에 진출했다. 2000년 홍콩과 인도네시아, 2001년 중국 청도와 상해에 법인을 설립했고 이어 일본과 태국, 싱가포르 등 범아시아로 사업을 확장했다. 유럽 진출 원년은 2004년이다. 네덜란드를 시작으로 영국과 프랑스, 폴란드, 러시아 법인을 세우며 글로벌 물류 기업으로 성장했다. 2005년 인천공항 물류센터를 완공했고, 2006년 국제특송 사업을 개시했다. 2007년 종합 물류 기업으로 인증받았고, 2008년 국내 최초 항공선적 무서류화 전자시스템을 구축하며 대한민국 대표 물류 기업의 면모를 보였다. 2009년에는 세계 최대 중량 화물 항공운송 기네스에 등재되기도 했다. 이 텍스트를 요약해줘.","LX판토스는 LX그룹의 물류 전문 계열사로, 1977년 설립된 이후 다양한 물류 서비스를 확장해왔다. 1992년 복합운송주선업을 시작으로, 1997년 보세운송, 1999년 통관업에 진출했다. 2000년대 초반부터 아시아와 유럽으로 사업을 확장하며 글로벌 물류 기업으로 성장했다. 2005년 인천공항 물류센터를 완공하고, 2006년 국제특송 사업을 시작했다. 2007년 종합 물류 기업으로 인증받았으며, 2008년에는 국내 최초로 항공선적 무서류화 전자시스템을 구축했다. 2009년에는 세계 최대 중량 화물 항공운송 기네스에 등재되었다."
"2011년 국제 철도운송 사업을 시작했고 2012년 국내 물류업계 최초로 종합 물류관제센터를 오픈했다. 2019년 물류업계 최초로 정보보호 통합 인증 ISMS-P를, 2020년 국내 물류 기업 최초로 CEIV Pharma 인증을 획득했다. 2021 우수 선화주 1등급 인증에 이어 현재의 상호인 LX판토스로 상호를 변경했다. 2022년 인천공항센터 의약품 운송 품질 인증을 취득했고, 글로벌 ESG 지속가능경영 평가 Ecovadis 브론즈 메달, 국내 기업 최초로 신선 화물 항공운송 품질 인증을 획득했다. 이 텍스트를 요약해줘.","이 회사는 2011년 국제 철도운송 사업을 시작하고, 2012년 국내 최초로 종합 물류관제센터를 열었습니다. 2019년에는 물류업계 최초로 ISMS-P 인증을, 2020년에는 CEIV Pharma 인증을 획득했습니다. 2021년에는 우수 선화주 1등급 인증을 받고 LX판토스로 상호를 변경했습니다. 2022년에는 인천공항센터 의약품 운송 품질 인증과 Ecovadis 브론즈 메달을 받았으며, 국내 최초로 신선 화물 항공운송 품질 인증을 획득했습니다."
"현대자동차그룹의 계열사로, 그룹 내 종합물류 업무를 전담한다. 2001년 한국로지텍 주식회사로 설립된 후 2003년 글로비스 주식회사로 사명을 바꿨으며, 2011년 현대자동차그룹 출범과 함께 지금의 현대글로비스가 됐다. 영위 중인 사업은 종합물류업과 유통판매업, 해운업이다. 종합물류업은 고객의 화물에 대한 운송 서비스를 제공하는 사업으로 국내 물류와 해외 물류로 구분된다. 유통판매업은 CKD 부품 공급 사업, 도매 형태의 중고차 경매와 수출을 하는 중고차 사업, 원자재 수출입을 하는 트레이딩 사업으로 구분된다. 해운업은 선박을 이용한 화물운송 사업으로 완성차 운송과 벌크 운송으로 구분된다. 현대글로비스의 주요 고객은 그룹 계열사인 현대자동차와 기아다. 이 텍스트를 요약해줘.","현대글로비스는 현대자동차그룹의 계열사로, 종합물류, 유통판매, 해운업을 담당한다. 2001년 설립되어 2003년 사명을 변경했으며, 2011년 현대자동차그룹 출범과 함께 현재의 이름을 갖게 되었다. 주요 사업은 국내외 물류 서비스, CKD 부품 공급, 중고차 경매 및 수출, 원자재 트레이딩, 완성차 및 벌크 화물 운송이다. 주요 고객은 현대자동차와 기아다."
"CJ그룹의 물류와 건설 등을 담당하는 계열사다. 1930년 설립해 현재 계약물류(CL) 사업과 택배 사업, 글로벌 사업, 건설 사업 등을 영위하고 있다. CL 사업은 다양한 산업군의 고객을 대상으로 스마트물류 설비를 갖춘 물류센터 기반의 제3자물류 서비스를 제공하는 W&D 사업과 항만 인프라와 수송 자원을 활용하는 P&D 사업이다. 택배 사업은 업계 최고 수준의 물량을 처리하며 다양한 배송 서비스를 제공하고 있다. 또 이커머스 시장에 대응해 첨단 기술이 도입된 e풀필먼트 서비스를 제공한다. 글로벌 사업은 항공 및 선박을 이용해 식품, 전기전자 등의 화물을 운송하고 통관 등의 수출입 관련 물류 서비스를 담당하는 포워딩 사업과 전 세계 35개국 112개 법인을 통해 CL 및 포워딩 업무를 진행하는 해외 사업으로 나뉜다. 건설 사업은 물류센터, 리모델링, 연구 시설, 산업 환경 건설 분야에 특화된 건설 사업과 리조트 사업으로 구분된다. 이 텍스트를 요약해줘.","CJ그룹의 계열사는 물류와 건설을 담당하며, 1930년에 설립되었습니다. 주요 사업으로는 계약물류(CL), 택배, 글로벌, 건설 사업이 있습니다. CL 사업은 스마트물류 설비를 갖춘 물류센터 기반의 제3자물류 서비스와 항만 인프라를 활용한 서비스를 제공합니다. 택배 사업은 다양한 배송 서비스를 제공하며, e커머스 시장에 첨단 기술을 도입한 e풀필먼트 서비스를 운영합니다. 글로벌 사업은 항공 및 선박을 통한 화물 운송과 통관 서비스를 포함하며, 35개국에서 CL 및 포워딩 업무를 수행합니다. 건설 사업은 물류센터, 리모델링, 연구 시설, 산업 환경 건설 및 리조트 사업으로 구성됩니다."
